,Brand,Manufacturing Year,Model,Kilometers Driven,Fuel Type,Transmission Type,Price,Location
602,Hyundai,2015,Grand i10 SPORTZ 1.2 KAPPA VTVT,60833,Petrol,Manual,422000,Hyderabad
603,Hyundai,2019,Grand i10 SPORTZ 1.2 KAPPA VTVT,53131,Petrol,Manual,504000,Hyderabad
604,Hyundai,2020,Elite i20 ASTA 1.2 (O),65743,Petrol,Manual,759000,Hyderabad
605,Hyundai,2021,VENUE S 1.0 TURBO IMT,33023,Petrol,Manual,918000,Hyderabad
606,Hyundai,2020,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,70045,Petrol,Manual,607000,Hyderabad
607,Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,38401,Petrol,Manual,459000,Hyderabad
608,Hyundai,2019,NEW SANTRO MAGNA AMT,33336,Petrol,Automatic,442000,Hyderabad
609,Hyundai,2013,i10 MAGNA 1.2,54312,Petrol,Manual,309000,Hyderabad
610,Hyundai,2019,Grand i10 SPORTZ 1.2 KAPPA VTVT,50358,Petrol,Manual,514000,Hyderabad
611,Hyundai,2019,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,33740,Petrol,Automatic,608000,Hyderabad
612,Hyundai,2022,AURA SX PLUS 1.2 AMT,37286,Petrol,Automatic,810000,Hyderabad
613,Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,72376,Petrol,Automatic,511000,Hyderabad
614,Hyundai,2022,VENUE SX 1.0 (O) TURBO IMT,19887,Petrol,Manual,1030000,Hyderabad
615,Hyundai,2016,Grand i10 SPORTZ 1.2 KAPPA VTVT,63423,Petrol,Manual,423000,Hyderabad
616,Hyundai,2021,NEW SANTRO SPORTZ AMT,60897,Petrol,Automatic,516000,Hyderabad
617,Hyundai,2021,VENUE S 1.0 TURBO IMT,57375,Petrol,Manual,889000,Hyderabad
618,Hyundai,2020,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,30197,Petrol,Automatic,672000,Hyderabad
619,Hyundai,2020,NEW SANTRO ASTA AMT,48844,Petrol,Automatic,525000,Hyderabad
620,Hyundai,2015,Grand i10 ASTA AT 1.2 KAPPA VTVT,77381,Petrol,Automatic,436000,Hyderabad
621,Hyundai,2015,Grand i10 SPORTZ 1.2 KAPPA VTVT,51290,Petrol,Manual,400000,Hyderabad
622,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,52180,Petrol,Automatic,999000,Hyderabad
623,Hyundai,2019,Elite i20 SPORTZ PLUS 1.2,33221,Petrol,Manual,626000,Hyderabad
624,Hyundai,2021,NEW SANTRO ERA EXECUTIVE,17789,Petrol,Manual,472000,Hyderabad
625,Hyundai,2018,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,67778,Petrol,Automatic,550000,Hyderabad
626,Hyundai,2015,Grand i10 ASTA 1.2 KAPPA VTVT,64785,Petrol,Manual,415000,Hyderabad
627,Hyundai,2021,NEW I20 SPORTZ 1.2 MT,45070,Petrol,Manual,737000,Hyderabad
628,Hyundai,2015,Grand i10 ASTA 1.2 KAPPA VTVT,96635,Petrol,Manual,393000,Hyderabad
629,Hyundai,2016,Elite i20 ASTA 1.2,53500,Petrol,Manual,592000,Hyderabad
630,Hyundai,2019,Grand i10 MAGNA 1.2 KAPPA VTVT,45619,Petrol,Manual,532000,Hyderabad
631,Hyundai,2021,NEW I20 Asta 1.0 GDI Turbo IMT,27958,Petrol,Manual,866000,Hyderabad
632,Hyundai,2016,Grand i10 SPORTZ 1.2 KAPPA VTVT,101404,Petrol,Manual,412000,Hyderabad
633,Hyundai,2019,NEW SANTRO ERA EXECUTIVE,52881,Petrol,Manual,416000,Hyderabad
634,Hyundai,2015,Grand i10 ASTA 1.2 KAPPA VTVT,82452,Petrol,Manual,438000,Hyderabad
635,Hyundai,2015,Creta SX PLUS AT 1.6 DIESEL,95778,Diesel,Automatic,919000,Hyderabad
636,Hyundai,2019,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,88880,Petrol,Manual,612000,Hyderabad
637,Hyundai,2020,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,21643,Petrol,Manual,621000,Hyderabad
638,Hyundai,2021,Creta SX (O) 1.4 TURBO DCT,50026,Petrol,Automatic,1601000,Hyderabad
639,Hyundai,2018,i20 Active 1.2 S,59374,Petrol,Manual,646000,Hyderabad
640,Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,50918,Petrol,Manual,444000,Hyderabad
641,Hyundai,2014,Eon ERA +,59689,Petrol,Manual,239000,Hyderabad
642,Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,51280,Petrol,Manual,503000,Hyderabad
643,Hyundai,2016,Creta S PLUS 1.4 DIESEL,76700,Diesel,Manual,823000,Hyderabad
644,Hyundai,2019,Elite i20 SPORTZ PLUS 1.2,31381,Petrol,Manual,657000,Hyderabad
645,Hyundai,2015,Verna FLUIDIC 4S 1.6 VTVT S(O),99131,Petrol,Manual,574000,Hyderabad
646,Hyundai,2020,Grand i10 SPORTZ 1.2 KAPPA VTVT,16292,Petrol,Manual,589000,Hyderabad
647,Hyundai,2014,i10 MAGNA 1.1,49024,Petrol,Manual,319000,Hyderabad
648,Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,40012,Petrol,Manual,484000,Hyderabad
649,Hyundai,2018,Elite i20 ASTA 1.2 (O),71208,Petrol,Manual,663000,Hyderabad
650,Hyundai,2018,NEW SANTRO SPORTZ AMT,25871,Petrol,Automatic,459000,Hyderabad
651,Hyundai,2021,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,18433,Petrol,Automatic,745000,Hyderabad
652,Hyundai,2017,Creta SX PLUS 1.6 PETROL,25980,Petrol,Manual,947000,Hyderabad
653,Hyundai,2020,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,34100,Petrol,Manual,673000,Hyderabad
654,Hyundai,2020,Verna SX 1.5 VTVT,41763,Petrol,Manual,932000,Hyderabad
655,Hyundai,2017,Elite i20 SPORTZ 1.2,50623,Petrol,Manual,591000,Hyderabad
656,Hyundai,2015,Elite i20 SPORTZ 1.2,94670,Petrol,Manual,488000,Hyderabad
657,Hyundai,2020,AURA SX PLUS 1.2 AMT,58604,Petrol,Automatic,705000,Hyderabad
658,Hyundai,2014,Grand i10 ASTA 1.2 KAPPA VTVT,81987,Petrol,Manual,401000,Hyderabad
659,Hyundai,2019,Verna 1.6 VTVT SX,61985,Petrol,Manual,814000,Hyderabad
660,Hyundai,2019,Grand i10 MAGNA 1.2 KAPPA VTVT,24125,Petrol,Manual,522000,Hyderabad
661,Hyundai,2014,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,86050,Petrol,Automatic,409000,Hyderabad
662,Hyundai,2020,Creta SX (O) IVT 1.5 PETROL,26720,Petrol,Automatic,1529000,Hyderabad
663,Hyundai,2015,Elite i20 SPORTZ 1.2,118068,Petrol,Manual,494000,Hyderabad
664,Hyundai,2011,i10 MAGNA 1.2,91664,Petrol,Manual,252000,Hyderabad
665,Hyundai,2020,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,61638,Petrol,Automatic,662000,Hyderabad
666,Hyundai,2020,Creta SX (O) 1.4 TURBO DCT,72204,Petrol,Automatic,1542000,Hyderabad
667,Hyundai,2020,NEW SANTRO SPORTZ AMT,72395,Petrol,Automatic,518000,Hyderabad
668,Hyundai,2018,Grand i10 ASTA 1.2 KAPPA VTVT,35643,Petrol,Manual,534000,Hyderabad
669,Hyundai,2018,Creta SX AT 1.6 PETROL,44229,Petrol,Automatic,1135000,Hyderabad
670,Hyundai,2011,i10 MAGNA 1.2,58156,Petrol,Manual,268000,Hyderabad
671,Hyundai,2015,Verna FLUIDIC 4S 1.6 VTVT S(O),94724,Petrol,Manual,574000,Hyderabad
672,Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,60269,Petrol,Automatic,924000,Hyderabad
673,Hyundai,2019,Grand i10 MAGNA 1.2 KAPPA VTVT,24312,Petrol,Manual,526000,Hyderabad
674,Hyundai,2019,Elite i20 ASTA 1.2 (O),40619,Petrol,Manual,665000,Hyderabad
675,Hyundai,2019,Creta SX (O) 1.6 PETROL,83716,Petrol,Manual,1096000,Hyderabad
676,Hyundai,2021,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,26910,Petrol,Manual,636000,Hyderabad
677,Hyundai,2016,Grand i10 ASTA 1.2 KAPPA VTVT,88733,Petrol,Manual,483000,Hyderabad
678,Hyundai,2017,Elite i20 SPORTZ 1.2,73815,Petrol,Manual,591000,Hyderabad
679,Hyundai,2017,Creta SX PLUS 1.6 DIESEL,108343,Diesel,Manual,924000,Hyderabad
680,Hyundai,2020,NEW I20 Asta 1.0 GDI Turbo IMT,62950,Petrol,Manual,754000,Hyderabad
681,Hyundai,2016,Grand i10 SPORTZ 1.2 KAPPA VTVT,34703,Petrol,Manual,438000,Hyderabad
682,Hyundai,2017,Elite i20 ASTA 1.2 DUAL TONE,45075,Petrol,Manual,619000,Hyderabad
683,Hyundai,2017,Elite i20 ASTA 1.2 DUAL TONE,79690,Petrol,Manual,618000,Hyderabad
684,Hyundai,2019,NEW SANTRO ERA,61740,Petrol,Manual,419000,Hyderabad
685,Hyundai,2018,Elite i20 ASTA 1.2 CVT,47030,Petrol,Automatic,705000,Hyderabad
686,Hyundai,2014,Xcent S 1.2,70673,Petrol,Manual,362000,Hyderabad
687,Hyundai,2013,Verna FLUIDIC 1.6 VTVT SX,90098,Petrol,Manual,450000,Hyderabad
688,Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,48430,Petrol,Manual,480000,Hyderabad
689,Hyundai,2018,Xcent E+,53633,Petrol,Manual,453000,Hyderabad
690,Hyundai,2020,VENUE SX 1.0 TURBO,51652,Petrol,Manual,846000,Hyderabad
691,Hyundai,2013,i10 MAGNA 1.1,46910,Petrol,Manual,308000,Hyderabad
692,Hyundai,2017,Elite i20 ASTA 1.2,56670,Petrol,Manual,581000,Hyderabad
693,Hyundai,2015,Grand i10 ASTA 1.2 KAPPA VTVT,77723,Petrol,Manual,459000,Hyderabad
694,Hyundai,2017,Elite i20 ASTA 1.2,54765,Petrol,Manual,615000,Hyderabad
695,Hyundai,2019,Elite i20 SPORTZ PLUS 1.2,25914,Petrol,Manual,657000,Hyderabad
696,Hyundai,2014,Elite i20 ASTA 1.4 CRDI,90824,Diesel,Manual,517000,Hyderabad
697,Hyundai,2015,Eon MAGNA +,49679,Petrol,Manual,293000,Hyderabad
698,Hyundai,2012,i10 MAGNA 1.2,61568,Petrol,Manual,287000,Hyderabad
699,Hyundai,2020,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,43814,Petrol,Automatic,659000,Hyderabad
700,Hyundai,2014,Elite i20 ASTA 1.4 CRDI,114142,Diesel,Manual,501000,Hyderabad
701,Hyundai,2021,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,13513,Petrol,Manual,709000,Hyderabad
702,Hyundai,2020,VENUE S 1.2,34818,Petrol,Manual,717000,Hyderabad
703,Hyundai,2014,Xcent S 1.2,55106,Petrol,Manual,370000,Mumbai
704,Hyundai,2016,Elite i20 ASTA 1.2 (O),27261,Petrol,Manual,521000,Mumbai
705,Hyundai,2018,Elite i20 ASTA 1.2 (O),56236,Petrol,Manual,597000,Mumbai
706,Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,83626,Petrol,Automatic,853000,Mumbai
707,Hyundai,2015,Grand i10 ASTA AT 1.2 KAPPA VTVT,62163,Petrol,Automatic,399000,Mumbai
708,Hyundai,2015,Elite i20 SPORTZ 1.2 (O),51020,Petrol,Manual,467000,Mumbai
709,Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,32749,CNG,Manual,484000,Mumbai
710,Hyundai,2016,Grand i10 SPORTZ 1.2 KAPPA VTVT,59893,Petrol,Manual,372000,Mumbai
711,Hyundai,2017,Elite i20 SPORTZ 1.2,44558,Petrol,Manual,536000,Mumbai
712,Hyundai,2021,VENUE SX PLUS 1.0 TURBO DCT,48355,Petrol,Automatic,965000,Mumbai
713,Hyundai,2016,Elite i20 MAGNA 1.2,38566,Petrol,Manual,469000,Mumbai
714,Hyundai,2019,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,30977,Petrol,Manual,574000,Mumbai
715,Hyundai,2019,VENUE SX 1.0 (O) TURBO,45750,Petrol,Manual,758000,Mumbai
716,Hyundai,2021,VENUE S 1.0 TURBO IMT,49880,Petrol,Manual,827000,Mumbai
717,Hyundai,2019,VENUE SX 1.0 TURBO,34899,Petrol,Manual,852000,Mumbai
718,Hyundai,2018,NEW SANTRO MAGNA CNG,59736,CNG,Manual,426000,Mumbai
719,Hyundai,2014,Elite i20 SPORTZ 1.2,60702,Petrol,Manual,411000,Mumbai
720,Hyundai,2016,Elite i20 ASTA 1.2,46613,Petrol,Manual,504000,Mumbai
721,Hyundai,2014,Xcent BASE 1.2,54098,Petrol,Manual,356000,Mumbai
722,Hyundai,2016,Grand i10 ASTA AT 1.2 KAPPA VTVT,70453,Petrol,Automatic,417000,Mumbai
723,Hyundai,2017,Creta E PLUS 1.6 PETROL,89501,Petrol,Manual,675000,Mumbai
724,Hyundai,2016,Elite i20 SPORTZ 1.2,46186,Petrol,Manual,501000,Mumbai
725,Hyundai,2018,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,86975,Petrol,Automatic,509000,Mumbai
726,Hyundai,2021,VENUE SX 1.0 TURBO,34705,Petrol,Manual,839000,Mumbai
727,Hyundai,2015,Elite i20 SPORTZ 1.2 (O),77613,Petrol,Manual,443000,Mumbai
728,Hyundai,2016,Creta E PLUS 1.6 PETROL,56586,Petrol,Manual,665000,Mumbai
729,Hyundai,2014,i20 SPORTZ 1.2,35207,Petrol,Manual,366000,Mumbai
730,Hyundai,2018,Creta SX PLUS 1.6 PETROL DUAL TONE,50556,Petrol,Manual,835000,Mumbai
731,Hyundai,2016,Xcent S 1.2,95851,Petrol,Manual,338000,Mumbai
732,Hyundai,2019,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,47261,Petrol,Automatic,570000,Mumbai
733,Hyundai,2011,i20 SPORTZ 1.2,122248,Petrol,Manual,225000,Mumbai
734,Hyundai,2017,Elite i20 SPORTZ 1.2,41718,Petrol,Manual,469000,Mumbai
735,Hyundai,2018,New Elantra 1.6 SX (O) AT DIESEL,48054,Diesel,Automatic,1065000,Mumbai
736,Hyundai,2016,Creta BASE 1.6 PETROL,53911,Petrol,Manual,658000,Mumbai
737,Hyundai,2016,Elite i20 ASTA 1.2,62117,Petrol,Manual,480000,Mumbai
738,Hyundai,2018,Creta SX (O) 1.6 DIESEL,66962,Diesel,Manual,1018000,Mumbai
739,Hyundai,2011,i10 MAGNA 1.1,79326,Petrol,Manual,194000,Mumbai
740,Hyundai,2019,New Elantra 2.0 SX(O) AT PETROL,43333,Petrol,Automatic,1085000,Mumbai
741,Hyundai,2014,i10 SPORTZ 1.1,21258,Petrol,Manual,304000,Mumbai
742,Hyundai,2016,Elite i20 SPORTZ 1.2,16301,Petrol,Manual,521000,Mumbai
743,Hyundai,2015,Elite i20 SPORTZ 1.2,30141,Petrol,Manual,426000,Mumbai
744,Hyundai,2017,Creta SX PLUS AT 1.6 DIESEL,79836,Diesel,Automatic,972000,Mumbai
745,Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,56392,Petrol,Manual,324000,Mumbai
746,Hyundai,2019,Creta SX 1.6 PETROL,70430,Petrol,Manual,838000,Mumbai
747,Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,21635,Petrol,Manual,449000,Mumbai
748,Hyundai,2016,Elite i20 SPORTZ 1.2,52544,Petrol,Manual,428000,Mumbai
749,Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,113669,Petrol,Automatic,810000,Mumbai
750,Hyundai,2022,AURA SX PLUS 1.2 AMT,20883,Petrol,Automatic,802000,Mumbai
751,Hyundai,2017,Grand i10 ASTA 1.2 KAPPA VTVT,44823,Petrol,Manual,453000,Mumbai
752,Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,45213,Petrol,Manual,446000,Mumbai
753,Hyundai,2017,Creta E PLUS 1.6 PETROL,23252,Petrol,Manual,730000,Mumbai
754,Hyundai,2018,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,65001,Petrol,Automatic,529000,Mumbai
755,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,90305,Petrol,Automatic,836000,Mumbai
756,Hyundai,2015,Xcent S 1.2,65203,Petrol,Manual,348000,Mumbai
757,Hyundai,2011,i20 ASTA 1.2,31724,Petrol,Manual,221000,Mumbai
758,Hyundai,2014,Xcent S 1.2,95827,Petrol,Manual,343000,Mumbai
759,Hyundai,2017,Creta E PLUS 1.6 PETROL,75175,Petrol,Manual,738000,Mumbai
760,Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,38780,Petrol,Manual,451000,Mumbai
761,Hyundai,2015,Elite i20 SPORTZ 1.2,52696,Petrol,Manual,432000,Mumbai
762,Hyundai,2017,Creta E PLUS 1.6 PETROL,39827,Petrol,Manual,733000,Mumbai
763,Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,40049,Petrol,Automatic,478000,Mumbai
764,Hyundai,2019,NEW SANTRO SPORTZ CNG,70159,CNG,Manual,457000,Mumbai
765,Hyundai,2017,Creta E PLUS 1.6 PETROL,77926,Petrol,Manual,743000,Mumbai
766,Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,15638,CNG,Manual,694000,Mumbai
767,Hyundai,2012,i10 SPORTZ 1.2,118765,Petrol,Manual,235000,Mumbai
768,Hyundai,2017,Creta E PLUS 1.6 PETROL,101128,Petrol,Manual,672000,Mumbai
769,Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,73228,Petrol,Automatic,786000,Mumbai
770,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,91055,Petrol,Automatic,850000,Mumbai
771,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,60607,Petrol,Automatic,819000,Mumbai
772,Hyundai,2018,Creta SX AT 1.6 PETROL,50441,Petrol,Automatic,1027000,Mumbai
773,Hyundai,2018,Creta SX AT 1.6 PETROL,57206,Petrol,Automatic,1030000,Mumbai
774,Hyundai,2015,i10 SPORTZ 1.1,54825,Petrol,Manual,306000,Mumbai
775,Hyundai,2016,Creta SX PLUS 1.6 PETROL,71684,Petrol,Manual,706000,Mumbai
776,Hyundai,2015,Creta SX 1.6 DIESEL,62018,Diesel,Manual,811000,Mumbai
777,Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,25723,Petrol,Automatic,519000,Mumbai
778,Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,57440,Petrol,Automatic,764000,Mumbai
779,Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,32393,Petrol,Manual,468000,Mumbai
780,Hyundai,2019,NEW SANTRO SPORTZ CNG,73820,CNG,Manual,457000,Mumbai
781,Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,20257,Petrol,Manual,469000,Mumbai
782,Hyundai,2020,AURA S 1.2 CNG,53948,CNG,Manual,612000,Mumbai
783,Hyundai,2015,i10 MAGNA 1.1,58859,Petrol,Manual,285000,Mumbai
784,Hyundai,2014,i10 SPORTZ 1.1,49875,CNG,Manual,287000,Mumbai
785,Hyundai,2020,AURA SX PLUS 1.2 AMT CRDI,58033,Diesel,Automatic,684000,Mumbai
786,Hyundai,2021,Creta SX (O) 1.4 TURBO DCT,47485,Petrol,Automatic,1446000,Mumbai
787,Hyundai,2017,Elite i20 SPORTZ 1.2,11293,Petrol,Manual,513000,Mumbai
788,Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,11942,CNG,Manual,665000,Mumbai
789,Hyundai,2019,NEW SANTRO MAGNA,16489,Petrol,Manual,430000,Mumbai
790,Hyundai,2011,i20 SPORTZ (O) 1.2,72888,Petrol,Manual,254000,Mumbai
791,Hyundai,2011,i10 MAGNA 1.2,32454,Petrol,Manual,211000,Mumbai
792,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,86350,Petrol,Automatic,810000,Mumbai
793,Hyundai,2011,i10 SPORTZ 1.2 AT,51696,Petrol,Automatic,252000,Mumbai
794,Hyundai,2023,AURA SX 1.2 CNG,13184,CNG,Manual,834000,Mumbai
795,Hyundai,2015,Grand i10 ASTA AT 1.2 KAPPA VTVT,54434,Petrol,Automatic,400000,Mumbai
796,Hyundai,2015,i20 Active 1.4 SX,77421,Diesel,Manual,504000,Mumbai
797,Hyundai,2018,Verna 1.6 VTVT SX,24675,Petrol,Manual,721000,Mumbai
798,Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,56522,Petrol,Automatic,919000,Mumbai
799,Hyundai,2021,VENUE SX 1.0 TURBO IMT,9981,Petrol,Manual,935000,Mumbai
800,Hyundai,2018,i20 Active 1.2 SX,85880,Petrol,Manual,583000,Mumbai
801,Hyundai,2018,i20 Active 1.2 SX,21643,Petrol,Manual,596000,Mumbai
802,Hyundai,2015,i20 Active 1.2 S,53664,Petrol,Manual,478000,Mumbai
803,Hyundai,2015,i20 Active 1.2 SX,116615,Petrol,Manual,429000,Mumbai
804,Hyundai,2019,NEW SANTRO SPORTZ MT,9954,Petrol,Manual,423000,Mumbai
805,Hyundai,2019,NEW SANTRO ERA EXECUTIVE,56077,Petrol,Manual,409000,Mumbai
806,Hyundai,2017,Creta E PLUS 1.6 PETROL,43358,Petrol,Manual,764000,Mumbai
807,Hyundai,2017,Elite i20 SPORTZ 1.2,53262,Petrol,Manual,547000,Mumbai
808,Hyundai,2013,Grand i10 ASTA 1.2 KAPPA VTVT,37652,Petrol,Manual,395000,Mumbai
809,Hyundai,2014,Xcent S 1.2,27269,Petrol,Manual,371000,Mumbai
810,Hyundai,2021,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,16808,Petrol,Automatic,683000,Mumbai
811,Hyundai,2021,VENUE SX 1.0 TURBO IMT,16331,Petrol,Manual,925000,Mumbai
812,Hyundai,2012,i10 SPORTZ 1.2,35431,Petrol,Manual,233000,Mumbai
813,Hyundai,2015,i10 MAGNA 1.1,22225,Petrol,Manual,323000,Mumbai
814,Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,100116,Petrol,Manual,330000,Mumbai
815,Hyundai,2020,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,13144,Petrol,Automatic,680000,Mumbai
816,Hyundai,2023,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,20047,Petrol,Automatic,1074000,Mumbai
817,Hyundai,2013,Grand i10 ERA 1.2 KAPPA VTVT,42124,Petrol,Manual,304000,Mumbai
818,Hyundai,2016,i20 Active 1.2 SX,50568,Petrol,Manual,490000,Mumbai
819,Hyundai,2015,Grand i10 ASTA 1.2 KAPPA VTVT,47367,Petrol,Manual,389000,Mumbai
820,Hyundai,2014,Grand i10 ASTA 1.2 KAPPA VTVT,47635,Petrol,Manual,393000,Mumbai
821,Hyundai,2020,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,18332,Petrol,Manual,577000,Mumbai
822,Hyundai,2017,Elite i20 SPORTZ 1.2,38323,Petrol,Manual,538000,Mumbai
823,Hyundai,2013,Grand i10 ERA 1.2 KAPPA VTVT,46035,Petrol,Manual,319000,Mumbai
824,Hyundai,2019,Verna 1.6 VTVT SX O,47605,Petrol,Manual,924000,Mumbai
825,Hyundai,2019,NEW SANTRO SPORTZ CNG,109255,CNG,Manual,484000,Mumbai
826,Hyundai,2017,Verna 1.6 SX (O) CRDI MT,57368,Diesel,Manual,860000,Mumbai
827,Hyundai,2016,Elite i20 SPORTZ 1.2,50900,Petrol,Manual,501000,Mumbai
828,Hyundai,2017,Creta E PLUS 1.6 PETROL,51559,Petrol,Manual,763000,Mumbai
829,Hyundai,2017,Creta E PLUS 1.6 PETROL,37417,Petrol,Manual,733000,Mumbai
830,Hyundai,2019,Verna 1.6 VTVT SX O,92561,Petrol,Manual,911000,Mumbai
831,Hyundai,2018,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,46597,Petrol,Automatic,527000,Mumbai
832,Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,43419,Petrol,Automatic,918000,Mumbai
833,Hyundai,2015,Verna FLUIDIC 4S 1.6 VTVT S,38877,Petrol,Manual,516000,Mumbai
834,Hyundai,2014,Elite i20 SPORTZ 1.2 (O),79418,Petrol,Manual,418000,Mumbai
835,Hyundai,2017,Elite i20 SPORTZ 1.2,19288,Petrol,Manual,553000,Mumbai
836,Hyundai,2017,Creta E PLUS 1.6 PETROL,93555,Petrol,Manual,678000,Mumbai
837,Hyundai,2014,i10 SPORTZ 1.1,40543,Petrol,Manual,260000,Mumbai
838,Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,21570,CNG,Manual,745000,Mumbai
839,Hyundai,2017,Xcent E+,17771,Petrol,Manual,476000,Mumbai
840,Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,22311,Petrol,Automatic,966000,Mumbai
841,Hyundai,2014,Grand i10 MAGNA 1.2 KAPPA VTVT,32064,Petrol,Manual,314000,Mumbai
842,Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,20040,Petrol,Manual,649000,Mumbai
843,Hyundai,2013,i10 SPORTZ 1.2 AT,48080,Petrol,Automatic,276000,Mumbai
844,Hyundai,2019,NEW SANTRO SPORTZ CNG,73743,CNG,Manual,476000,Mumbai
845,Hyundai,2021,VENUE SX PLUS 1.0 TURBO DCT,19377,Petrol,Automatic,1048000,Mumbai
846,Hyundai,2015,Eon MAGNA +,81162,Petrol,Manual,250000,Mumbai
847,Hyundai,2016,Creta SX PLUS AT 1.6 DIESEL,33417,Diesel,Automatic,834000,Mumbai
848,Hyundai,2015,Elite i20 ASTA 1.2,55046,Petrol,Manual,454000,Mumbai
849,Hyundai,2021,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,14008,Petrol,Automatic,966000,Mumbai
850,Hyundai,2014,Xcent S 1.2,36391,Petrol,Manual,378000,Mumbai
851,Hyundai,2017,Creta SX PLUS 1.6 DIESEL,5555,Diesel,Manual,911000,Mumbai
852,Hyundai,2014,Xcent S 1.2,83669,Petrol,Manual,359000,Mumbai
853,Hyundai,2021,VENUE SX 1.0 TURBO IMT,15019,Petrol,Manual,927000,Mumbai
854,Hyundai,2016,Elite i20 ASTA 1.4 CRDI (O),31353,Diesel,Manual,616000,Mumbai
855,Hyundai,2016,i20 Active 1.2 S,66332,Petrol,Manual,459000,Mumbai
856,Hyundai,2019,Elite i20 ASTA 1.2 (O),40998,Petrol,Manual,577000,Mumbai
857,Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,41597,Petrol,Automatic,918000,Mumbai
858,Hyundai,2017,Elite i20 ASTA 1.4 CRDI (O),90918,Diesel,Manual,645000,Mumbai
859,Hyundai,2021,VENUE SX 1.0 TURBO IMT,9340,Petrol,Manual,965000,Mumbai
860,Hyundai,2017,Elite i20 SPORTZ 1.2,98272,Petrol,Manual,513000,Mumbai
861,Hyundai,2013,i20 SPORTZ 1.2,79892,Petrol,Manual,298000,Mumbai
862,Hyundai,2015,Creta S 1.6 PETROL,76643,Petrol,Manual,632000,Mumbai
863,Hyundai,2017,New Elantra 2.0 SX(O) AT PETROL,76064,Petrol,Automatic,806000,Mumbai
